src,dst,weight
19,539,1.200024
19,605,1.384986
19,631,0.550955
19,506,1.438382
19,632,0.682185
19,626,0.917608
19,492,1.154523
19,511,1.049482
19,615,1.057139
19,544,0.690300
19,546,0.806434
19,624,0.929939
19,574,1.043230
19,534,0.848574
19,517,0.664370
19,522,0.995302
19,561,1.103187
19,2,0.588175
19,501,0.624101
19,613,1.128547
19,602,0.876475
19,604,0.585667
19,543,0.610941
19,612,0.760428
19,530,0.637815
19,519,0.544854
19,608,0.515127
19,551,0.670840
19,599,0.709450
19,488,1.426993
19,487,0.850221
19,623,1.145768
19,560,0.995403
19,589,0.518832
19,497,0.802446
19,633,1.215460
19,583,0.733062
19,596,1.432444
19,587,1.086203
19,586,1.471156
19,555,0.502076
19,529,1.226962
19,475,1.297861
19,606,0.886380
19,533,0.506810
19,620,1.065087
19,603,0.671641
19,493,0.784641
19,531,0.809807
19,535,1.413999
19,557,0.838733
19,627,0.868561
19,628,1.243055
19,635,0.813084
19,536,0.640952
19,540,1.370630
19,572,0.906460
19,508,0.721661
19,581,0.773025
19,580,1.006309
19,525,0.614027
19,562,1.251913
19,507,1.371016
19,538,1.487509
19,532,1.467788
19,510,1.151908
19,619,0.991068
19,600,1.431648
19,598,0.533132
19,521,0.880557
19,607,1.145426
19,567,1.309796
19,617,1.109771
19,614,0.899363
19,526,0.535321
19,585,1.209435
19,590,0.562219
19,592,1.080588
19,593,1.407652
19,594,1.434625
19,588,1.118898
19,558,1.168836
19,552,0.901944
19,504,1.202219
19,636,0.536010
19,637,1.123447
19,638,0.554201
19,639,0.642867
19,640,1.488177
19,641,1.326469
19,642,1.362511
19,643,1.245972
19,644,1.499727
19,645,0.809427
19,646,0.538998
19,647,1.487437
19,648,1.034608
19,649,0.921597
19,650,1.062442
19,651,1.224069
19,652,0.853774
19,653,0.520775
19,654,1.286849
19,655,1.139529
19,656,1.046070
19,657,1.344489
19,658,0.973216
19,659,0.736765
19,660,0.786138
19,661,0.822867
19,662,1.332836
19,663,0.809062
19,664,0.633268
19,140,1.084660
19,665,1.439538
19,666,1.398394
19,667,0.665043
19,668,1.015404
19,669,0.705968
19,670,1.098094
19,671,1.235204
19,672,0.844450
19,673,0.837021
19,674,0.975568
19,675,0.740418
19,676,0.670340
19,677,0.710994
19,678,0.541623
19,679,0.813137
19,680,0.791170
19,681,0.750574
19,682,1.340689
19,683,0.740693
19,684,1.296804
19,685,1.204050
19,686,0.710322
19,687,1.095713
19,688,1.296613
19,689,1.379883
19,690,0.966415
19,691,1.048989
19,692,1.228772
19,693,1.445696
19,694,1.249342
20,85,1.188851
20,116,1.115463
20,100,0.941873
20,531,1.051415
20,1353,1.420990
20,1641,0.683338
20,1441,1.477554
20,1934,0.513362
20,2560,1.457612
20,5303,1.079544
20,6558,1.014152
20,6643,1.345115
20,6714,0.565754
20,27186,1.071347
20,36416,1.220544
20,57242,0.900539
20,98523,1.209870
21,7,1.341625
21,40,0.978440
21,173,0.702126
21,288,0.752789
21,99,0.816244
21,208,1.389220
21,283,1.480883
21,60,0.667657
21,1886,1.062749
21,2930,0.884875
21,2933,0.562728
21,3188,1.297761
21,190,0.661521
21,195,0.752922
21,5014,0.924126
21,5843,1.357027
21,6100,1.299652
21,6481,0.606321
21,7987,0.541590
21,8093,1.254391
21,8235,0.742301
21,8645,0.764059
21,10633,1.371803
21,19931,0.867988
21,19917,1.268887
21,24996,0.895996
21,26397,0.612575
21,27010,1.413530
21,38655,0.654597
21,39322,1.175173
21,39445,1.306537
21,71780,1.135067
21,182404,1.305418
21,662125,0.694959
22,18,1.004155
22,29,0.658141
22,62,0.810867
22,47,0.762114
22,64,1.015027
22,65,1.027529
22,94,1.331796
22,56,1.152602
22,172,0.823608
22,155,1.067528
22,132,1.260416
22,142,0.785142
22,156,1.161512
22,89,1.473881
22,73,0.963854
22,101,1.148935
22,148,1.126135
22,162,0.521273
22,106,0.883027
22,163,0.812869
22,461,1.318092
22,613,0.581271
22,466,0.969588
22,1292,1.047542
22,1298,1.111015
22,1171,0.591056
22,1504,0.947363
22,1669,1.262991
22,1930,0.826293
22,2154,0.775988
22,2407,1.047992
22,2973,1.067847
22,2971,0.896842
22,3011,0.804637
22,2915,0.955323
22,4698,1.402735
22,4684,0.550615
22,6647,1.008886
22,6646,0.538926
22,8473,1.126940
22,28270,1.348954
23,41,0.943959
23,458,1.188134
23,1143,1.191837
23,1148,1.103832
23,1322,1.236346
23,1323,0.501254
23,1324,1.165405
23,1325,0.841508
23,1152,1.446300
23,1326,1.160133
23,1327,0.554385
23,1328,1.387568
23,1331,1.040458
23,1333,0.525588
23,1335,0.621447
23,3234,0.523762
23,3942,1.036849
23,4415,0.609434
23,5302,1.214024
23,12909,1.168252
23,13192,0.852148
23,13066,1.115933
23,13725,1.391763
23,14871,0.635209
23,15125,1.231353
23,15194,0.836620
23,15988,1.041291
23,19906,0.618316
23,23861,0.661273
23,25930,1.162600
23,27622,0.850037
23,27693,1.211607
23,27599,0.932475
23,27937,1.161840
23,33391,0.604365
23,34237,1.498891
23,34871,0.828999
23,35064,1.380823
23,193281,1.236620
23,273038,1.103878
23,373612,1.021031
23,373762,1.218753
23,411377,0.799762
24,47,0.616250
24,432,0.989068
24,561,1.201429
24,2,0.748239
24,431,0.513100
24,430,0.710458
24,695,1.276595
24,696,1.174978
24,697,0.503763
24,698,0.563452
24,469,1.191301
24,699,1.405262
24,700,1.301212
24,63,1.209417
24,701,1.204334
24,93,0.542515
24,702,1.150183
24,703,1.377428
24,704,1.195168
24,68,0.604903
24,705,0.668471
24,706,0.659292
24,46,1.068083
24,707,0.601480
24,708,1.165976
24,709,1.442621
24,30,1.283074
24,710,0.763023
24,58,1.380124
24,711,0.948704
24,712,0.581561
24,713,0.769669
24,714,1.041351
24,715,1.232844
24,716,0.649259
24,74,1.279195
24,78,1.475523
24,62,0.670131
24,717,1.009422
24,718,1.336669
24,719,1.231478
24,720,0.867480
24,109,0.776572
24,721,1.005648
24,722,1.412057
24,723,0.764177
24,724,0.807286
24,160,1.192967
24,32,1.097527
24,117,1.229145
24,725,0.927332
24,75,0.530048
24,726,0.821832
24,727,0.974884
24,728,0.746671
24,729,0.865544
24,730,0.612472
24,731,1.435860
24,732,1.315294
24,733,0.758741
24,734,0.739570
24,735,1.412136
24,736,0.582440
24,56,0.964646
24,737,1.439512
24,132,1.373438
24,738,1.274984
24,739,0.578883
24,740,1.314473
24,741,1.069565
24,742,0.773772
24,743,1.455607
24,744,1.418020
24,144,0.559773
24,745,1.163648
24,148,1.292451
24,80,1.157600
24,746,0.837704
24,747,1.140658
24,87,0.518326
24,151,0.622862
24,748,0.781931
24,154,0.676100
24,749,1.189203
25,809,1.232162
25,802,1.272534
25,106,0.900561
25,91,0.928826
25,820,0.866891
25,818,0.986686
25,796,0.697310
25,771,0.600200
25,798,0.829167
25,807,1.028074
25,799,1.311110
25,789,0.951524
25,793,1.365440
25,433,1.116625
25,787,1.135269
25,792,0.607179
25,2,1.388267
25,450,1.264872
25,790,0.709512
25,756,0.905781
25,770,0.913651
25,805,0.834433
25,816,1.420586
25,59,0.501102
25,780,1.167577
25,37,1.355635
25,801,0.810266
25,784,1.264858
25,778,0.955461
25,460,1.066837
25,40,0.967949
25,761,1.263268
25,605,1.380239
25,804,1.392407
25,768,1.345249
25,810,0.692535
25,785,1.363263
25,763,1.493188
25,241,1.314535
25,753,0.707232
25,779,1.116277
25,774,0.610976
25,786,1.340414
25,781,1.302748
25,490,0.919109
25,53,1.224849
25,783,1.381576
25,806,0.904976
25,716,0.719642
25,773,1.460027
25,764,0.871075
25,791,1.396396
25,814,1.421538
25,769,1.494686
25,772,1.144947
25,750,1.210960
25,811,1.202894
25,812,1.232515
25,766,0.999244
25,124,0.785401
25,468,1.256012
25,762,0.693457
25,808,1.256276
25,800,0.580001
25,765,0.701849
25,813,1.052532
25,788,0.704640
25,819,1.228775
25,817,1.384159
25,803,0.857556
25,794,0.919197
25,821,1.292478
25,822,1.401353
25,98,0.664062
25,823,0.926239
25,824,0.643564
25,61,0.869688
25,108,0.531906
25,825,0.898984
25,826,0.948676
25,827,0.993737
25,828,0.735234
25,829,1.068258
25,830,0.586306
25,831,1.050978
25,832,1.282705
25,833,0.941189
25,834,0.525160
25,835,1.227004
25,836,0.756806
25,837,0.784193
25,838,0.803115
25,839,0.853592
25,840,1.138228
25,841,1.351067
25,453,0.884578
25,842,0.846625
25,843,1.232059
25,844,1.281085
25,845,0.854534
25,846,0.676432
25,847,0.878843
25,848,0.959308
25,849,1.184350
25,850,1.152974
25,851,0.853627
25,852,0.701980
25,853,1.094885
25,854,0.602466
25,159,0.912717
25,855,0.613009
25,153,0.612663
25,856,1.301385
25,51,1.391913
25,616,1.309111
25,857,1.243379
25,858,0.817944
25,859,0.609972
25,860,0.750332
26,515,0.951733
26,639,1.064941
26,1555,1.319064
26,3831,1.146702
26,4895,1.466815
26,5410,0.529632
26,5852,0.917360
26,7631,1.384177
26,8471,0.870057
26,9340,1.080015
26,10181,0.724766
26,10634,1.405668
26,11151,0.635323
26,14269,0.538845
26,16331,1.248586
26,16479,0.695944
26,17091,1.038469
26,17170,1.382311
26,17161,1.442094
26,17172,0.861998
26,17174,1.339816
26,21231,1.424784
26,39174,1.421410
26,39271,1.290110
26,51164,1.299982
26,58060,1.396352
26,68880,1.060209
26,82330,1.374238
26,107188,1.045979
26,178886,0.563526
26,184506,1.435387
26,299269,1.117552
26,351595,1.180400
27,58,1.389408
27,158,0.661573
27,434,0.694746
27,580,1.166949
27,619,0.836238
27,872,1.209920
27,887,1.497061
27,888,0.761025
27,873,1.097512
27,933,0.878510
27,904,0.884943
27,890,0.706659
27,746,0.812967
27,921,0.858914
27,905,1.128828
27,875,1.072890
27,935,1.303498
27,936,1.349908
27,891,0.640110
27,922,1.061475
27,892,0.808954
27,947,0.601074
27,938,0.951861
27,925,0.747328
27,927,1.079025
27,895,0.939408
27,952,0.607347
27,953,1.383095
27,864,1.479715
27,931,1.235080
27,916,0.672750
27,884,1.465036
27,885,0.726920
27,942,0.678435
27,897,1.454556
27,866,1.250446
27,898,1.091646
27,900,0.771251
27,957,1.135114
27,901,1.020608
27,958,0.923653
27,1273,0.977834
27,1627,0.813936
27,1821,0.739362
27,1864,0.925834
27,2600,0.881939
27,2236,1.290225
27,3006,1.215201
27,3552,1.481327
27,3808,0.900792
27,3675,0.817725
27,4209,1.233788
27,7269,1.400060
27,7290,1.434281
27,7661,1.221905
27,9732,0.887981
27,10506,0.715668
27,11412,0.886631
27,11848,1.328183
27,13269,1.458847
27,14831,0.983796
27,17896,0.955034
27,17910,0.798028
27,18583,1.046347
27,18963,1.391784
27,20453,1.246428
27,20221,1.298253
27,20647,1.311429
27,21395,1.396243
27,22471,1.473619
27,24659,1.434995
27,25019,1.466809
27,25421,1.119693
27,25867,1.484117
27,25604,1.359085
27,27282,0.941255
27,30044,0.685198
27,36437,0.990224
27,39761,1.431868
27,45044,0.945244
27,47711,0.694352
27,48038,1.034611
27,48787,0.686166
27,65012,1.451131
27,80051,0.873852
27,89793,0.549751
27,111249,0.622227
27,187194,1.076380
27,272905,1.084037
27,418496,1.383950
28,114,0.693084
28,978,1.191808
28,964,0.587888
28,1007,0.972379
28,1008,1.472478
28,966,1.122107
28,1009,0.943625
28,982,0.823421
28,967,1.230347
28,985,1.220527
28,988,0.547793
28,1001,0.937831
28,1012,1.087656
28,969,1.448359
28,1003,1.146583
28,971,0.528650
28,1013,0.749327
28,973,0.837363
28,960,0.830602
28,974,1.349429
28,1006,0.559478
28,1015,0.962198
28,976,1.488529
28,1016,1.172098
28,1020,1.123772
28,3771,1.070170
28,17194,0.988447
28,50400,1.135162
29,18,0.509625
29,40,1.385288
29,153,0.797520
29,56,1.231352
29,155,1.423061
29,57,1.414140
29,142,0.806946
29,91,0.798807
29,75,0.703122
29,159,0.870073
29,106,1.241124
29,162,1.351293
29,163,1.027013
29,457,0.981561
29,461,0.592416
29,619,0.731176
29,571,0.648477
29,1052,1.233512
29,1041,1.391075
29,1061,0.583247
29,1047,0.680838
29,1048,0.577122
29,1050,1.230211
29,1051,1.493597
29,1027,1.491475
29,1036,0.823419
29,3761,1.438550
30,62,1.079991
30,47,0.642813
30,63,0.846036
30,68,1.304040
30,132,1.032421
30,58,0.707076
30,116,1.179544
30,75,0.889477
30,163,0.926627
30,655,1.369464
30,731,0.701059
30,1069,0.954831
30,1071,0.760282
30,1084,1.065819
30,1087,1.356081
30,1072,0.664690
30,1088,0.579042
30,1074,0.838913
30,1077,0.547697
30,1078,1.287911
30,1079,1.028964
30,1093,1.035448
30,1095,1.168674
30,4625,1.275106
30,17677,0.566587
31,1128,1.333853
31,1108,1.478653
31,2,0.672191
31,430,0.927563
31,33,1.370414
31,699,0.959614
31,51,1.327537
31,1126,1.484185
31,1110,1.054380
31,163,1.222552
31,53,0.900748
31,1033,0.934529
31,91,0.504177
31,450,1.454440
31,1104,0.564737
31,1106,1.174020
31,1102,1.255762
31,1101,1.405017
31,1120,1.015102
31,1125,0.730915
31,416,1.363684
31,1118,1.364411
31,1116,1.009045
31,1100,0.507261
31,131,1.347563
31,1111,1.234131
31,1124,1.008620
31,1122,0.886866
31,130,1.421163
31,1113,0.637779
31,71,0.903660
31,80,0.579490
31,1117,0.774452
31,1121,1.316448
31,1119,1.262630
31,665,1.194056
31,1112,0.609745
31,1114,0.722683
31,619,0.727701
31,133,1.489520
31,1098,1.247950
31,1127,0.803962
31,83,1.295739
31,124,1.289675
31,1129,0.857196
31,1130,1.003864
31,1131,1.462197
31,1132,0.799553
31,738,0.841772
31,125,1.169151
31,487,0.713887
31,1133,0.669459
31,112,0.642599
32,1161,1.085405
32,1170,0.505766
32,1177,1.280980
32,37,0.841844
32,1025,1.217583
32,1175,0.839177
32,1182,1.460285
32,1178,1.051066
32,1183,1.199908
32,2,0.970950
32,554,1.041716
32,1147,1.187680
32,1172,1.104918
32,1141,1.034142
32,36,1.459980
32,1167,1.382413
32,1171,0.558237
32,1169,0.602032
32,1151,1.200971
32,68,0.720389
32,1034,1.021902
32,1148,0.752941
32,1131,1.038222
32,1139,1.066243
32,1144,0.605023
32,1146,0.917208
32,1158,0.905621
32,1184,0.613435
32,1187,1.103288
32,1159,1.268239
32,1179,1.335169
32,1176,1.258346
32,1160,1.095941
32,93,1.389698
32,1145,1.243326
32,1173,1.292992
32,1185,1.260759
32,1166,1.360113
32,1164,1.432136
32,135,0.558168
32,1180,0.545931
32,559,1.405248
32,1181,0.527318
32,1165,0.942667
32,1154,0.977729
32,1157,1.470919
32,1168,0.978595
32,137,0.511262
32,1163,1.244011
32,1186,0.693952
32,124,1.267428
32,1140,1.336160
32,1162,1.106483
32,129,1.309537
32,1188,0.530704
32,1189,0.967201
32,1190,1.271068
32,1191,1.319298
32,1192,0.606867
32,1193,0.604723
32,1194,1.005463
32,1195,1.281830
32,96,0.882881
32,1196,0.927253
32,1197,1.306089
32,1198,1.252697
32,1199,0.571331
32,1200,0.937521
32,1201,0.722116
32,1202,0.750217
32,1203,1.375220
32,1204,0.942195
32,1205,1.142895
32,1206,1.329502
32,1207,1.447604
32,1208,0.745200
32,1209,1.141414
32,115,1.415888
32,1210,1.444291
33,10,0.935852
33,31,1.105984
33,80,1.461687
33,85,1.471757
33,279,1.041507
33,100,0.551192
33,208,0.568976
33,268,1.391942
33,724,0.642640
33,731,0.706163
33,1128,0.815502
33,1232,0.633723
33,1101,0.598026
33,1523,0.515623
33,2689,0.939765
33,2862,0.657900
33,3330,0.833127
33,3280,1.128482
33,3401,0.525197
33,3403,1.328592
33,5338,1.000927
33,8043,1.060654
33,8180,0.655315
33,8899,0.640935
33,9059,0.773157
33,11475,0.847125
33,13598,0.620197
33,26143,1.303633
33,31009,0.717953
33,31010,1.092919
33,36787,0.828926
33,40277,0.606242
33,39704,1.271282
33,76507,1.135051
34,30,1.444409
34,1231,0.687968
34,1228,1.048692
34,163,1.421379
34,1229,1.221324
34,1260,0.886597
34,695,1.437541
34,1219,0.641027
34,1241,1.279863
34,1247,0.604934
34,504,1.344419
34,85,0.731120
34,1217,0.538164
34,1233,0.747145
34,814,1.107238
34,1258,0.598398
34,1227,1.099841
34,1254,0.779031
34,1252,0.743954
34,1239,0.917146
34,761,0.535797
34,1257,0.555520
34,1256,0.684247
34,1234,0.839364
34,1240,0.734618
34,67,0.940436
34,1073,1.069498
34,1249,0.721190
34,1259,0.551543
34,2,0.885568
34,1245,1.130571
34,1246,1.014752
34,1243,1.412243
34,1253,0.696970
34,1242,0.958592
34,1238,1.139213
34,75,0.803219
34,1250,1.463143
34,1255,0.994050
34,1223,1.454523
34,78,0.980257
34,1248,1.246141
34,1050,0.656495
34,1224,1.411475
34,1244,0.824393
34,1251,0.548453
34,1215,0.802221
34,1262,1.314159
34,1263,0.831150
34,1264,1.459541
34,1265,0.649777
34,1266,1.035226
34,1267,1.099381
34,1268,0.743289
34,1269,0.659382
34,1270,0.547789
34,1271,0.766372
34,1272,1.299734
34,663,1.193485
34,1273,0.684026
34,1086,1.470701
34,1274,0.645071
34,152,0.556014
34,1275,1.221666
34,1276,0.806760
34,1277,0.769498
34,148,1.422789
34,947,0.568860
34,1278,1.305219
34,1279,1.178193
34,819,0.702663
34,572,0.556532
34,1280,0.913175
34,1281,0.547986
34,1282,1.209812
34,1283,1.087120
34,1284,1.101452
34,1285,0.972844
34,1286,1.259307
34,1287,1.172139
